Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
SokobanLearning,0.524,2166.157,1.383,260,-1.912
SokobanLearning,0.524,2168.254,1.371,260,-1.912
SokobanLearning,0.526,2170.395,1.395,262,-1.912
SokobanLearning,0.525,2172.517,1.379,260,-1.912
SokobanLearning,0.523,2174.619,1.395,260,-1.912
SokobanLearning,0.527,2176.760,1.399,262,-1.912
SokobanLearning,0.524,2178.871,1.362,260,-1.913
SokobanLearning,0.524,2180.999,1.386,260,-1.913
SokobanLearning,0.525,2183.134,1.396,262,-1.913
SokobanLearning,0.531,2185.269,1.372,260,-1.913
SokobanLearning,0.523,2187.328,1.346,260,-1.913
SokobanLearning,0.525,2189.475,1.413,260,-1.913
SokobanLearning,0.527,2191.601,1.379,262,-1.913
SokobanLearning,0.526,2193.734,1.394,260,-1.913
SokobanLearning,0.524,2195.868,1.403,260,-1.913
SokobanLearning,0.523,2198.020,1.416,262,-1.913
SokobanLearning,0.522,2200.144,1.383,260,-1.913
SokobanLearning,0.521,2202.245,1.360,260,-1.913
SokobanLearning,0.524,2204.405,1.412,262,-1.913
SokobanLearning,0.527,2206.520,1.372,260,-1.914
SokobanLearning,0.526,2208.652,1.392,260,-1.914
SokobanLearning,0.525,2210.776,1.381,262,-1.914
SokobanLearning,0.523,2212.888,1.368,260,-1.914
SokobanLearning,0.525,2215.008,1.382,260,-1.914
SokobanLearning,0.523,2217.125,1.388,260,-1.914
SokobanLearning,0.523,2219.257,1.378,262,-1.914
SokobanLearning,0.525,2221.382,1.385,260,-1.914
SokobanLearning,0.523,2223.495,1.374,260,-1.914
SokobanLearning,0.528,2225.638,1.395,262,-1.914
SokobanLearning,0.526,2227.748,1.378,260,-1.914
SokobanLearning,0.526,2229.874,1.381,260,-1.914
SokobanLearning,0.529,2232.002,1.380,262,-1.914
SokobanLearning,0.525,2234.134,1.391,260,-1.914
SokobanLearning,0.526,2236.249,1.371,260,-1.915
SokobanLearning,0.531,2238.378,1.386,260,-1.915
SokobanLearning,0.522,2240.511,1.394,262,-1.915
SokobanLearning,0.523,2242.630,1.380,260,-1.915
SokobanLearning,0.524,2244.768,1.396,260,-1.915
SokobanLearning,0.524,2246.907,1.396,262,-1.915
SokobanLearning,0.523,2249.067,1.411,260,-1.915
SokobanLearning,0.530,2251.190,1.369,260,-1.915
SokobanLearning,0.530,2253.305,1.374,262,-1.915
SokobanLearning,0.528,2255.432,1.392,260,-1.915
SokobanLearning,0.524,2257.545,1.372,260,-1.915
SokobanLearning,0.526,2259.661,1.383,260,-1.915
SokobanLearning,0.524,2261.770,1.367,262,-1.915
SokobanLearning,0.527,2263.906,1.400,260,-1.915
SokobanLearning,0.522,2266.010,1.390,260,-1.916
SokobanLearning,0.526,2268.195,1.440,262,-1.916
SokobanLearning,0.531,2270.377,1.425,260,-1.916
SokobanLearning,0.530,2272.542,1.424,260,-1.916
SokobanLearning,0.524,2274.661,1.380,262,-1.916
SokobanLearning,0.526,2276.779,1.371,260,-1.916
SokobanLearning,0.525,2278.911,1.393,260,-1.916
SokobanLearning,0.527,2281.046,1.390,262,-1.916
SokobanLearning,0.525,2283.145,1.362,260,-1.916
SokobanLearning,0.523,2285.252,1.363,260,-1.916
SokobanLearning,0.528,2287.370,1.376,260,-1.916
SokobanLearning,0.520,2289.486,1.372,262,-1.916
SokobanLearning,0.520,2291.551,1.359,260,-1.916
SokobanLearning,0.526,2293.680,1.387,260,-1.916
SokobanLearning,0.523,2295.820,1.401,262,-1.917
SokobanLearning,0.523,2297.945,1.388,260,-1.917
SokobanLearning,0.524,2300.071,1.377,260,-1.917
SokobanLearning,0.526,2302.193,1.368,262,-1.917
SokobanLearning,0.523,2304.307,1.391,260,-1.917
SokobanLearning,0.526,2306.430,1.386,260,-1.917
SokobanLearning,0.526,2308.555,1.387,260,-1.917
SokobanLearning,0.526,2310.674,1.388,262,-1.917
SokobanLearning,0.526,2312.788,1.366,260,-1.917
SokobanLearning,0.527,2314.886,1.352,260,-1.917
SokobanLearning,0.527,2317.027,1.384,262,-1.917
SokobanLearning,0.525,2319.144,1.379,260,-1.917
SokobanLearning,0.526,2321.238,1.381,260,-1.917
SokobanLearning,0.525,2323.325,1.373,262,-1.917
SokobanLearning,0.525,2325.460,1.395,260,-1.918
SokobanLearning,0.526,2327.564,1.367,260,-1.918
SokobanLearning,0.523,2329.681,1.379,260,-1.918
SokobanLearning,0.524,2331.843,1.419,262,-1.918
SokobanLearning,0.520,2333.948,1.361,260,-1.918
SokobanLearning,0.522,2336.073,1.387,260,-1.918
SokobanLearning,0.524,2338.235,1.431,262,-1.918
SokobanLearning,0.527,2340.369,1.394,260,-1.918
SokobanLearning,0.521,2342.429,1.359,260,-1.918
SokobanLearning,0.523,2344.581,1.410,262,-1.918
SokobanLearning,0.525,2346.720,1.383,260,-1.918
SokobanLearning,0.530,2348.838,1.381,260,-1.918
SokobanLearning,0.523,2350.980,1.395,262,-1.918
SokobanLearning,0.523,2353.102,1.408,260,-1.918
SokobanLearning,0.525,2355.214,1.368,260,-1.918
SokobanLearning,0.526,2357.322,1.361,260,-1.919
SokobanLearning,0.525,2359.470,1.401,262,-1.919
SokobanLearning,0.524,2361.544,1.363,260,-1.919
SokobanLearning,0.525,2363.657,1.367,260,-1.919
SokobanLearning,0.525,2365.798,1.409,262,-1.919
SokobanLearning,0.523,2367.966,1.421,260,-1.919
SokobanLearning,0.525,2370.073,1.391,260,-1.919
SokobanLearning,0.524,2372.221,1.415,262,-1.919
SokobanLearning,0.525,2374.354,1.387,260,-1.919
SokobanLearning,0.518,2376.473,1.389,260,-1.919
SokobanLearning,0.522,2378.589,1.377,260,-1.919
SokobanLearning,0.522,2380.734,1.398,262,-1.919
SokobanLearning,0.526,2382.867,1.394,260,-1.919
SokobanLearning,0.527,2384.976,1.395,260,-1.919
SokobanLearning,0.523,2387.092,1.396,262,-1.919
SokobanLearning,0.523,2389.210,1.370,260,-1.920
SokobanLearning,0.520,2391.318,1.369,260,-1.920
SokobanLearning,0.522,2393.456,1.400,262,-1.920
SokobanLearning,0.526,2395.581,1.383,260,-1.920
SokobanLearning,0.531,2397.704,1.378,260,-1.920
SokobanLearning,0.527,2399.817,1.369,260,-1.920
SokobanLearning,0.525,2401.947,1.421,262,-1.920
SokobanLearning,0.530,2404.059,1.365,260,-1.920
SokobanLearning,0.527,2406.180,1.363,260,-1.920
SokobanLearning,0.525,2408.330,1.408,262,-1.920
SokobanLearning,0.520,2410.467,1.395,260,-1.920
SokobanLearning,0.524,2412.605,1.393,260,-1.920
SokobanLearning,0.528,2414.749,1.396,262,-1.920
SokobanLearning,0.525,2416.899,1.411,260,-1.920
SokobanLearning,0.524,2419.001,1.395,260,-1.920
SokobanLearning,0.518,2421.129,1.408,262,-1.921
SokobanLearning,0.524,2423.268,1.398,260,-1.921
SokobanLearning,0.523,2425.386,1.373,260,-1.921
SokobanLearning,0.522,2427.480,1.366,260,-1.921
SokobanLearning,0.523,2429.628,1.415,262,-1.921
SokobanLearning,0.523,2431.759,1.392,260,-1.921
SokobanLearning,0.523,2433.870,1.390,260,-1.921
SokobanLearning,0.523,2436.025,1.404,262,-1.921
SokobanLearning,0.525,2438.150,1.384,260,-1.921
SokobanLearning,0.523,2440.264,1.377,260,-1.921
SokobanLearning,0.525,2442.429,1.427,262,-1.921
SokobanLearning,0.525,2444.525,1.360,260,-1.921
SokobanLearning,0.529,2446.634,1.368,260,-1.921
SokobanLearning,0.525,2448.746,1.384,260,-1.921
SokobanLearning,0.520,2451.236,1.519,262,-1.921
SokobanLearning,0.524,2453.224,1.269,260,-1.921
SokobanLearning,0.524,2455.348,1.382,260,-1.921
SokobanLearning,0.524,2457.495,1.397,262,-1.922
SokobanLearning,0.527,2459.560,1.344,260,-1.922
SokobanLearning,0.524,2461.697,1.408,260,-1.922
SokobanLearning,0.524,2463.825,1.382,262,-1.922
SokobanLearning,0.522,2465.934,1.377,260,-1.922
SokobanLearning,0.525,2468.023,1.390,260,-1.922
SokobanLearning,0.523,2470.144,1.381,260,-1.922
SokobanLearning,0.525,2472.285,1.393,262,-1.922
SokobanLearning,0.520,2474.417,1.390,260,-1.922
SokobanLearning,0.521,2476.527,1.369,260,-1.922
SokobanLearning,0.523,2478.670,1.392,262,-1.922
SokobanLearning,0.521,2480.803,1.389,260,-1.922
SokobanLearning,0.525,2482.902,1.389,260,-1.922
SokobanLearning,0.527,2484.991,1.384,262,-1.922
SokobanLearning,0.524,2487.068,1.344,260,-1.922
SokobanLearning,0.526,2489.187,1.381,260,-1.922
SokobanLearning,0.526,2491.342,1.404,262,-1.923
SokobanLearning,0.524,2493.452,1.373,260,-1.923
SokobanLearning,0.524,2495.566,1.362,260,-1.923
SokobanLearning,0.522,2497.634,1.345,260,-1.923
SokobanLearning,0.523,2499.739,1.402,262,-1.923
SokobanLearning,0.527,2501.869,1.398,260,-1.923
SokobanLearning,0.521,2504.006,1.400,260,-1.923
SokobanLearning,0.525,2506.136,1.383,262,-1.923
SokobanLearning,0.528,2508.254,1.364,260,-1.923
SokobanLearning,0.519,2510.308,1.344,260,-1.923
SokobanLearning,0.526,2512.391,1.361,262,-1.923
SokobanLearning,0.528,2514.533,1.392,260,-1.923
SokobanLearning,0.523,2516.682,1.407,260,-1.923
SokobanLearning,0.525,2518.805,1.372,260,-1.923
SokobanLearning,0.527,2520.965,1.414,262,-1.923
SokobanLearning,0.524,2523.084,1.377,260,-1.923
SokobanLearning,0.523,2525.180,1.363,260,-1.923
SokobanLearning,0.526,2527.328,1.398,262,-1.924
SokobanLearning,0.525,2529.454,1.377,260,-1.924
SokobanLearning,0.523,2531.605,1.411,260,-1.924
SokobanLearning,0.524,2533.751,1.392,262,-1.924
SokobanLearning,0.523,2535.873,1.383,260,-1.924
SokobanLearning,0.524,2538.016,1.408,260,-1.924
SokobanLearning,0.528,2540.144,1.382,260,-1.924
SokobanLearning,0.521,2542.231,1.368,262,-1.924
SokobanLearning,0.524,2544.327,1.360,260,-1.924
SokobanLearning,0.525,2546.488,1.420,260,-1.924
SokobanLearning,0.524,2548.614,1.387,262,-1.924
SokobanLearning,0.522,2550.731,1.376,260,-1.924
SokobanLearning,0.522,2552.861,1.401,260,-1.924
SokobanLearning,0.522,2555.003,1.397,262,-1.924
SokobanLearning,0.521,2557.100,1.376,260,-1.924
SokobanLearning,0.521,2559.218,1.380,260,-1.924
SokobanLearning,0.522,2561.355,1.396,262,-1.925
SokobanLearning,0.526,2563.488,1.395,260,-1.925
SokobanLearning,0.522,2565.601,1.359,260,-1.925
SokobanLearning,0.524,2567.717,1.367,260,-1.925
SokobanLearning,0.527,2569.848,1.374,262,-1.925
SokobanLearning,0.525,2571.982,1.383,260,-1.925
SokobanLearning,0.527,2574.065,1.373,260,-1.925
SokobanLearning,0.525,2576.254,1.442,262,-1.925
SokobanLearning,0.524,2578.359,1.371,260,-1.925
SokobanLearning,0.524,2580.507,1.416,260,-1.925
SokobanLearning,0.525,2582.623,1.381,262,-1.925
SokobanLearning,0.527,2584.758,1.397,260,-1.925
SokobanLearning,0.523,2586.872,1.370,260,-1.925
SokobanLearning,0.523,2589.014,1.402,260,-1.925
SokobanLearning,0.524,2591.154,1.394,262,-1.925
SokobanLearning,0.524,2593.285,1.389,260,-1.925
SokobanLearning,0.524,2595.429,1.410,260,-1.925
SokobanLearning,0.523,2597.577,1.407,262,-1.925
SokobanLearning,0.524,2599.699,1.375,260,-1.926
SokobanLearning,0.521,2601.836,1.396,260,-1.926
SokobanLearning,0.523,2603.984,1.395,262,-1.926
SokobanLearning,0.522,2606.107,1.379,260,-1.926
SokobanLearning,0.525,2608.230,1.382,260,-1.926
SokobanLearning,0.523,2610.345,1.374,260,-1.926
SokobanLearning,0.528,2612.471,1.405,262,-1.926
SokobanLearning,0.523,2614.533,1.353,260,-1.926
SokobanLearning,0.525,2616.660,1.382,260,-1.926
SokobanLearning,0.527,2618.790,1.384,262,-1.926
SokobanLearning,0.523,2620.902,1.364,260,-1.926
SokobanLearning,0.524,2623.017,1.370,260,-1.926
SokobanLearning,0.523,2625.139,1.386,262,-1.926
SokobanLearning,0.523,2627.284,1.406,260,-1.926
SokobanLearning,0.519,2629.395,1.402,260,-1.926
SokobanLearning,0.516,2631.476,1.359,262,-1.926
SokobanLearning,0.522,2633.580,1.380,260,-1.926
SokobanLearning,0.524,2635.694,1.386,260,-1.926
SokobanLearning,0.525,2637.832,1.385,260,-1.926
SokobanLearning,0.521,2639.970,1.393,262,-1.927
SokobanLearning,0.525,2642.103,1.391,260,-1.927
SokobanLearning,0.523,2644.234,1.401,260,-1.927
SokobanLearning,0.526,2646.373,1.394,262,-1.927
SokobanLearning,0.522,2648.516,1.410,260,-1.927
SokobanLearning,0.521,2650.629,1.378,260,-1.927
SokobanLearning,0.519,2652.716,1.381,262,-1.927
SokobanLearning,0.523,2654.839,1.384,260,-1.927
SokobanLearning,0.524,2656.961,1.385,260,-1.927
SokobanLearning,0.523,2659.075,1.372,260,-1.927
SokobanLearning,0.525,2661.224,1.422,262,-1.927
SokobanLearning,0.524,2663.370,1.391,260,-1.927
SokobanLearning,0.527,2665.486,1.380,260,-1.927
SokobanLearning,0.524,2667.649,1.421,262,-1.927
SokobanLearning,0.522,2669.762,1.360,260,-1.927
SokobanLearning,0.524,2671.884,1.374,260,-1.927
SokobanLearning,0.525,2674.014,1.382,262,-1.927
SokobanLearning,0.524,2676.137,1.386,260,-1.927
SokobanLearning,0.523,2678.257,1.400,260,-1.928
SokobanLearning,0.525,2680.375,1.387,260,-1.928
SokobanLearning,0.522,2682.513,1.387,262,-1.928
SokobanLearning,0.523,2684.593,1.361,260,-1.928
SokobanLearning,0.529,2686.717,1.382,260,-1.928
SokobanLearning,0.526,2688.845,1.379,262,-1.928
SokobanLearning,0.526,2690.958,1.372,260,-1.928
SokobanLearning,0.525,2693.108,1.417,260,-1.928
SokobanLearning,0.526,2695.238,1.389,262,-1.928
SokobanLearning,0.520,2697.341,1.362,260,-1.928
SokobanLearning,0.526,2699.466,1.391,260,-1.928
SokobanLearning,0.525,2701.614,1.399,262,-1.928
SokobanLearning,0.528,2703.732,1.380,260,-1.928
SokobanLearning,0.523,2705.852,1.378,260,-1.928
SokobanLearning,0.523,2708.007,1.415,260,-1.928
SokobanLearning,0.521,2710.072,1.375,262,-1.928
SokobanLearning,0.518,2712.165,1.367,260,-1.928
SokobanLearning,0.521,2714.271,1.386,260,-1.928
SokobanLearning,0.521,2716.401,1.382,260,-1.927
SokobanLearning,0.521,2718.554,1.421,262,-1.927
SokobanLearning,0.524,2720.676,1.386,260,-1.927
SokobanLearning,0.524,2722.799,1.387,260,-1.927
SokobanLearning,0.523,2724.929,1.404,262,-1.928
SokobanLearning,0.524,2727.007,1.368,260,-1.928
SokobanLearning,0.527,2729.095,1.354,259,-1.928
SokobanLearning,0.522,2731.202,1.373,262,-1.928
SokobanLearning,0.523,2733.326,1.379,260,-1.928
SokobanLearning,0.530,2735.445,1.381,260,-1.928
SokobanLearning,0.524,2737.583,1.394,260,-1.928
SokobanLearning,0.527,2739.715,1.383,262,-1.928
SokobanLearning,0.526,2741.842,1.403,260,-1.928
SokobanLearning,0.522,2743.927,1.381,260,-1.928
SokobanLearning,0.526,2746.069,1.401,262,-1.928
SokobanLearning,0.523,2748.186,1.376,260,-1.928
SokobanLearning,0.521,2750.277,1.361,260,-1.928
SokobanLearning,0.525,2752.422,1.394,262,-1.928
SokobanLearning,0.522,2754.520,1.357,260,-1.929
SokobanLearning,0.526,2756.635,1.378,260,-1.929
SokobanLearning,0.522,2758.745,1.366,260,-1.929
SokobanLearning,0.523,2760.902,1.405,262,-1.929
SokobanLearning,0.522,2763.029,1.386,260,-1.929
SokobanLearning,0.518,2765.128,1.371,260,-1.929
SokobanLearning,0.519,2767.228,1.387,262,-1.929
SokobanLearning,0.523,2769.334,1.368,257,-1.928
SokobanLearning,0.523,2771.458,1.398,260,-1.929
SokobanLearning,0.523,2773.599,1.408,260,-1.929
SokobanLearning,0.523,2775.714,1.384,257,-1.928
SokobanLearning,0.526,2777.833,1.370,260,-1.928
SokobanLearning,0.520,2779.954,1.386,260,-1.928
SokobanLearning,0.521,2782.075,1.400,258,-1.928
SokobanLearning,0.522,2784.222,1.412,260,-1.928
SokobanLearning,0.526,2786.365,1.391,262,-1.929
SokobanLearning,0.521,2788.456,1.361,260,-1.929
SokobanLearning,0.525,2790.576,1.399,260,-1.929
SokobanLearning,0.526,2792.678,1.377,260,-1.929
SokobanLearning,0.522,2794.796,1.384,262,-1.929
SokobanLearning,0.527,2796.936,1.402,260,-1.929
SokobanLearning,0.523,2799.047,1.380,260,-1.929
SokobanLearning,0.524,2801.182,1.393,262,-1.929
SokobanLearning,0.522,2803.312,1.391,260,-1.929
SokobanLearning,0.521,2805.428,1.367,260,-1.929
SokobanLearning,0.524,2807.554,1.377,257,-1.930
SokobanLearning,0.525,2809.693,1.402,260,-1.930
SokobanLearning,0.522,2811.810,1.379,260,-1.930
SokobanLearning,0.523,2813.982,1.426,262,-1.930
SokobanLearning,0.525,2816.118,1.391,260,-1.930
SokobanLearning,0.523,2818.246,1.386,260,-1.930
SokobanLearning,0.523,2820.363,1.387,260,-1.930
SokobanLearning,0.522,2822.524,1.416,262,-1.930
SokobanLearning,0.521,2824.644,1.379,260,-1.930
SokobanLearning,0.523,2826.775,1.393,260,-1.930
SokobanLearning,0.523,2828.950,1.432,262,-1.930
SokobanLearning,0.524,2831.065,1.383,260,-1.930
SokobanLearning,0.525,2833.199,1.388,260,-1.930
SokobanLearning,0.525,2835.331,1.394,262,-1.930
SokobanLearning,0.525,2837.436,1.370,260,-1.930
SokobanLearning,0.536,2839.576,1.393,260,-1.930
SokobanLearning,0.525,2841.705,1.386,260,-1.930
SokobanLearning,0.524,2843.831,1.379,259,-1.930
SokobanLearning,0.524,2845.942,1.363,260,-1.930
SokobanLearning,0.521,2848.059,1.371,260,-1.930
SokobanLearning,0.522,2850.174,1.379,260,-1.930
SokobanLearning,0.522,2852.297,1.378,260,-1.930
SokobanLearning,0.523,2854.427,1.391,260,-1.930
SokobanLearning,0.521,2856.950,1.501,260,-1.930
SokobanLearning,0.522,2858.990,1.326,260,-1.931
SokobanLearning,0.524,2861.119,1.383,260,-1.931
SokobanLearning,0.526,2863.251,1.399,260,-1.931
SokobanLearning,0.524,2865.396,1.398,262,-1.931
SokobanLearning,0.522,2867.509,1.381,260,-1.931
SokobanLearning,0.525,2869.627,1.374,260,-1.931
SokobanLearning,0.526,2871.763,1.399,262,-1.931
SokobanLearning,0.526,2873.913,1.407,260,-1.931
SokobanLearning,0.520,2875.999,1.345,260,-1.931
SokobanLearning,0.523,2878.138,1.396,262,-1.931
SokobanLearning,0.524,2880.244,1.365,260,-1.931
SokobanLearning,0.520,2882.340,1.369,260,-1.931
SokobanLearning,0.528,2884.494,1.406,262,-1.931
SokobanLearning,0.521,2886.673,1.442,262,-1.931
SokobanLearning,0.524,2888.864,1.451,260,-1.931
SokobanLearning,0.522,2891.018,1.410,260,-1.931
SokobanLearning,0.524,2893.188,1.414,262,-1.931
SokobanLearning,0.526,2895.296,1.373,260,-1.931
SokobanLearning,0.525,2897.395,1.365,260,-1.931
SokobanLearning,0.523,2899.509,1.381,262,-1.931
SokobanLearning,0.525,2901.638,1.387,260,-1.931
SokobanLearning,0.524,2903.782,1.403,260,-1.931
SokobanLearning,0.521,2905.852,1.365,262,-1.931
SokobanLearning,0.516,2907.965,1.380,260,-1.931
SokobanLearning,0.524,2910.015,1.346,260,-1.931
SokobanLearning,0.524,2912.106,1.358,260,-1.931
SokobanLearning,0.525,2914.244,1.404,262,-1.931
SokobanLearning,0.524,2916.351,1.357,260,-1.931
SokobanLearning,0.526,2918.485,1.388,260,-1.931
SokobanLearning,0.522,2920.620,1.408,262,-1.931
SokobanLearning,0.526,2922.736,1.373,260,-1.932
SokobanLearning,0.522,2924.832,1.370,260,-1.932
SokobanLearning,0.520,2926.949,1.386,262,-1.932
SokobanLearning,0.520,2929.024,1.364,260,-1.932
SokobanLearning,0.524,2931.107,1.365,260,-1.932
SokobanLearning,0.523,2933.253,1.411,260,-1.932
SokobanLearning,0.527,2935.384,1.380,262,-1.932
SokobanLearning,0.527,2937.506,1.405,260,-1.932
SokobanLearning,0.525,2939.642,1.394,260,-1.932
SokobanLearning,0.523,2941.757,1.377,259,-1.932
SokobanLearning,0.519,2943.808,1.330,260,-1.932
SokobanLearning,0.523,2945.943,1.404,260,-1.932
SokobanLearning,0.531,2948.099,1.406,262,-1.933
SokobanLearning,0.527,2950.220,1.378,260,-1.933
SokobanLearning,0.528,2952.360,1.407,260,-1.933
SokobanLearning,0.523,2954.480,1.404,262,-1.933
SokobanLearning,0.526,2956.599,1.379,260,-1.933
SokobanLearning,0.521,2958.699,1.373,260,-1.933
SokobanLearning,0.524,2960.807,1.374,260,-1.933
SokobanLearning,0.531,2962.971,1.416,262,-1.933
SokobanLearning,0.525,2965.088,1.374,260,-1.933
SokobanLearning,0.526,2967.206,1.370,260,-1.933
SokobanLearning,0.524,2969.368,1.431,262,-1.933
SokobanLearning,0.523,2971.467,1.358,260,-1.933
SokobanLearning,0.526,2973.584,1.378,260,-1.933
SokobanLearning,0.521,2975.693,1.388,262,-1.933
SokobanLearning,0.525,2977.833,1.397,260,-1.933
SokobanLearning,0.526,2979.967,1.393,260,-1.933
SokobanLearning,0.523,2982.086,1.381,260,-1.933
SokobanLearning,0.525,2984.235,1.410,262,-1.933
SokobanLearning,0.522,2986.334,1.393,260,-1.933
SokobanLearning,0.526,2988.452,1.365,260,-1.933
SokobanLearning,0.522,2990.588,1.392,262,-1.933
SokobanLearning,0.523,2992.717,1.396,260,-1.933
SokobanLearning,0.521,2994.831,1.382,260,-1.933
SokobanLearning,0.524,2996.946,1.378,262,-1.934
SokobanLearning,0.523,2999.054,1.359,260,-1.934
SokobanLearning,0.525,3001.133,1.358,260,-1.934
SokobanLearning,0.524,3003.267,1.400,262,-1.934
SokobanLearning,0.527,3005.383,1.380,260,-1.934
SokobanLearning,0.525,3007.522,1.388,260,-1.934
SokobanLearning,0.523,3009.629,1.358,260,-1.934
SokobanLearning,0.527,3011.775,1.401,262,-1.934
SokobanLearning,0.523,3013.895,1.378,260,-1.934
SokobanLearning,0.521,3016.013,1.381,260,-1.934
SokobanLearning,0.524,3018.133,1.404,262,-1.934
SokobanLearning,0.525,3020.228,1.348,260,-1.934
SokobanLearning,0.525,3022.339,1.383,260,-1.934
SokobanLearning,0.523,3024.505,1.421,262,-1.934
SokobanLearning,0.523,3026.622,1.374,260,-1.934
SokobanLearning,0.526,3028.758,1.384,260,-1.934
SokobanLearning,0.524,3030.899,1.384,260,-1.934
SokobanLearning,0.522,3033.029,1.383,262,-1.934
SokobanLearning,0.522,3035.112,1.382,260,-1.934
SokobanLearning,0.539,3037.333,1.455,260,-1.934
SokobanLearning,0.533,3039.625,1.513,262,-1.934
SokobanLearning,0.521,3041.673,1.332,260,-1.934
SokobanLearning,0.526,3043.812,1.392,260,-1.934
SokobanLearning,0.523,3045.952,1.401,262,-1.935
SokobanLearning,0.524,3048.068,1.367,260,-1.935
SokobanLearning,0.522,3050.203,1.412,260,-1.935
SokobanLearning,0.523,3052.331,1.398,260,-1.935
SokobanLearning,0.523,3054.437,1.388,262,-1.935
SokobanLearning,0.524,3056.549,1.376,260,-1.935
SokobanLearning,0.525,3058.683,1.392,260,-1.935
SokobanLearning,0.521,3060.778,1.374,262,-1.935
SokobanLearning,0.525,3062.909,1.392,260,-1.935
SokobanLearning,0.522,3065.019,1.371,260,-1.935
SokobanLearning,0.526,3067.184,1.462,262,-1.935
SokobanLearning,0.525,3069.304,1.370,260,-1.935
SokobanLearning,0.525,3071.415,1.369,260,-1.935
SokobanLearning,0.523,3073.575,1.408,262,-1.935
SokobanLearning,0.526,3075.693,1.381,260,-1.935
SokobanLearning,0.523,3077.799,1.371,260,-1.935
SokobanLearning,0.524,3079.884,1.372,260,-1.935
SokobanLearning,0.522,3082.060,1.428,262,-1.935
SokobanLearning,0.523,3084.149,1.378,260,-1.935
SokobanLearning,0.528,3086.275,1.383,260,-1.935
SokobanLearning,0.522,3088.413,1.405,262,-1.935
SokobanLearning,0.528,3090.502,1.341,260,-1.935
SokobanLearning,0.522,3092.567,1.349,260,-1.935
SokobanLearning,0.526,3094.705,1.407,262,-1.935
SokobanLearning,0.523,3096.822,1.383,260,-1.936
SokobanLearning,0.541,3098.951,1.410,260,-1.936
SokobanLearning,0.539,3101.288,1.577,260,-1.936
SokobanLearning,0.538,3103.508,1.468,262,-1.936
SokobanLearning,0.528,3105.641,1.386,260,-1.936
SokobanLearning,0.519,3107.787,1.429,260,-1.936
SokobanLearning,0.559,3110.110,1.530,262,-1.936
SokobanLearning,0.522,3112.115,1.298,260,-1.936
SokobanLearning,0.537,3114.355,1.497,260,-1.936
SokobanLearning,0.525,3116.413,1.368,262,-1.936
SokobanLearning,0.525,3118.572,1.423,260,-1.936
SokobanLearning,0.525,3120.678,1.368,260,-1.936
SokobanLearning,0.528,3122.830,1.410,260,-1.936
SokobanLearning,0.528,3125.134,1.550,262,-1.936
SokobanLearning,0.527,3127.234,1.377,260,-1.936
SokobanLearning,0.524,3129.433,1.465,260,-1.936
SokobanLearning,0.526,3131.532,1.352,262,-1.936
SokobanLearning,0.525,3133.632,1.398,260,-1.936
SokobanLearning,0.525,3135.797,1.418,260,-1.936
SokobanLearning,0.525,3137.927,1.380,262,-1.936
SokobanLearning,0.521,3140.041,1.376,260,-1.936
SokobanLearning,0.526,3142.144,1.375,260,-1.936
SokobanLearning,0.521,3144.272,1.391,262,-1.936
SokobanLearning,0.517,3146.330,1.347,260,-1.936
SokobanLearning,0.525,3148.459,1.384,260,-1.936
SokobanLearning,0.523,3150.588,1.391,260,-1.937
SokobanLearning,0.527,3152.735,1.406,262,-1.937
SokobanLearning,0.530,3154.903,1.417,260,-1.937
SokobanLearning,0.535,3157.249,1.587,260,-1.937
SokobanLearning,0.523,3159.308,1.334,262,-1.937
SokobanLearning,0.522,3161.443,1.394,260,-1.937
SokobanLearning,0.523,3163.574,1.384,260,-1.937
SokobanLearning,0.528,3165.758,1.435,262,-1.937
SokobanLearning,0.523,3167.891,1.393,260,-1.937
SokobanLearning,0.525,3170.143,1.501,260,-1.937
SokobanLearning,0.523,3172.318,1.437,260,-1.937
SokobanLearning,0.522,3174.413,1.385,262,-1.937
SokobanLearning,0.521,3176.544,1.395,260,-1.937
SokobanLearning,0.536,3178.787,1.491,260,-1.937
SokobanLearning,0.527,3180.932,1.412,262,-1.937
SokobanLearning,0.533,3183.274,1.582,260,-1.937
SokobanLearning,0.539,3185.431,1.408,260,-1.937
SokobanLearning,0.523,3187.493,1.346,262,-1.937
SokobanLearning,0.529,3189.591,1.367,260,-1.937
SokobanLearning,0.527,3191.733,1.399,260,-1.937
SokobanLearning,0.528,3193.866,1.381,260,-1.937
SokobanLearning,0.528,3196.039,1.424,262,-1.937
SokobanLearning,0.524,3198.161,1.390,260,-1.937
SokobanLearning,0.542,3200.364,1.441,260,-1.937
SokobanLearning,0.527,3202.535,1.426,262,-1.937
SokobanLearning,0.524,3204.673,1.395,260,-1.937
SokobanLearning,0.527,3206.830,1.401,260,-1.938
SokobanLearning,0.526,3208.999,1.424,262,-1.938
SokobanLearning,0.521,3211.139,1.406,260,-1.938
SokobanLearning,0.525,3213.257,1.372,260,-1.938
SokobanLearning,0.525,3215.461,1.465,262,-1.938
SokobanLearning,0.524,3217.589,1.384,260,-1.938
SokobanLearning,0.527,3219.709,1.382,260,-1.938
SokobanLearning,0.531,3221.957,1.500,260,-1.938
SokobanLearning,0.528,3224.115,1.409,262,-1.938
